Area,Demand,Supply,Date,,,
Dhaka,3935,3935,7/19/20,,,
Chittagong ,1021,1021,7/19/20,,,
Khulna ,1486,1486,7/19/20,,,
Rajshahi ,1097,1097,7/19/20,,,
Comilla,1025,1025,7/19/20,,,
Mymensingh,715,715,7/19/20,,,
Sylhet ,459,459,7/19/20,,,
Barisal ,342,342,7/19/20,,,
Rangpur ,684,684,7/19/20,,,
Dhaka,3942,3942,7/18/20,,,
Chittagong ,1080,1080,7/18/20,,,
Khulna ,1503,1503,7/18/20,,,
Rajshahi ,1326,1326,7/18/20,,,
Comilla,1127,1127,7/18/20,,,
Mymensingh,1017,1017,7/18/20,,,
Sylhet ,495,495,7/18/20,,,
Barisal ,324,324,7/18/20,,,
Rangpur ,781,781,7/18/20,,,
Dhaka,3587,3587,7/17/20,,,
Chittagong ,1085,1085,7/17/20,,,
Khulna ,1462,1462,7/17/20,,,
Rajshahi ,1276,1276,7/17/20,,,
Comilla,1131,1131,7/17/20,,,
Mymensingh,984,984,7/17/20,,,
Sylhet ,486,486,7/17/20,,,
Barisal ,339,339,7/17/20,,,
Rangpur ,775,775,7/17/20,,,
Dhaka,3872,3872,7/16/20,,,
Chittagong ,1094,1094,7/16/20,,,
Khulna ,1509,1509,7/16/20,,,
Rajshahi ,1316,1316,7/16/20,,,
Comilla,1134,1134,7/16/20,,,
Mymensingh,1003,1003,7/16/20,,,
Sylhet ,500,500,7/16/20,,,
Barisal ,326,326,7/16/20,,,
Rangpur ,782,782,7/16/20,,,
Dhaka,3934,3934,7/15/20,,,
Chittagong ,1188,1188,7/15/20,,,
Khulna ,1457,1457,7/15/20,,,
Rajshahi ,1258,1258,7/15/20,,,
Comilla,1108,1108,7/15/20,,,
Mymensingh,945,945,7/15/20,,,
Sylhet ,477,477,7/15/20,,,
Barisal ,341,341,7/15/20,,,
Rangpur ,796,796,7/15/20,,,
Dhaka,3893,3893,7/14/20,,,
Chittagong ,1086,1086,7/14/20,,,
Khulna ,1475,1475,7/14/20,,,
Rajshahi ,1271,1271,7/14/20,,,
Comilla,1112,1112,7/14/20,,,
Mymensingh,950,950,7/14/20,,,
Sylhet ,454,454,7/14/20,,,
Barisal ,345,345,7/14/20,,,
Rangpur ,787,787,7/14/20,,,
Dhaka,3911,3911,7/13/20,,,
Chittagong ,1096,1096,7/13/20,,,
Khulna ,1392,1392,7/13/20,,,
Rajshahi ,1188,1188,7/13/20,,,
Comilla,1067,1067,7/13/20,,,
Mymensingh,852,852,7/13/20,,,
Sylhet ,414,414,7/13/20,,,
Barisal ,321,321,7/13/20,,,
Rangpur ,730,730,7/13/20,,,
Dhaka,3546,3546,7/12/20,,,
Chittagong ,1132,1132,7/12/20,,,
Khulna ,1324,1324,7/12/20,,,
Rajshahi ,1147,1147,7/12/20,,,
Comilla,1015,1015,7/12/20,,,
Mymensingh,891,891,7/12/20,,,
Sylhet ,399,399,7/12/20,,,
Barisal ,325,325,7/12/20,,,
Rangpur ,728,728,7/12/20,,,
Dhaka,3628,3628,7/11/20,,,
Chittagong ,1072,1072,7/11/20,,,
Khulna ,1195,1195,7/11/20,,,
Rajshahi ,1038,1038,7/11/20,,,
Comilla,1078,1078,7/11/20,,,
Mymensingh,720,720,7/11/20,,,
Sylhet ,369,369,7/11/20,,,
Barisal ,317,317,7/11/20,,,
Rangpur ,726,726,7/11/20,,,
Dhaka,3530,3530,7/10/20,,,
Chittagong ,1054,1054,7/10/20,,,
Khulna ,1444,1444,7/10/20,,,
Rajshahi ,1073,1073,7/10/20,,,
Comilla,1067,1067,7/10/20,,,
Mymensingh,731,731,7/10/20,,,
Sylhet ,437,437,7/10/20,,,
Barisal ,342,342,7/10/20,,,
Rangpur ,611,611,7/10/20,,,
Dhaka,3887,3887,7/9/20,,,
Chittagong ,1135,1135,7/9/20,,,
Khulna ,1423,1423,7/9/20,,,
Rajshahi ,1106,1106,7/9/20,,,
Comilla,1035,1035,7/9/20,,,
Mymensingh,847,847,7/9/20,,,
Sylhet ,439,439,7/9/20,,,
Barisal ,313,313,7/9/20,,,
Rangpur ,685,685,7/9/20,,,
Dhaka,3889,3889,7/8/20,,,
Chittagong ,1132,1132,7/8/20,,,
Khulna ,1459,1459,7/8/20,,,
Rajshahi ,1263,1263,7/8/20,,,
Comilla,1124,1124,7/8/20,,,
Mymensingh,974,974,7/8/20,,,
Sylhet ,478,478,7/8/20,,,
Barisal ,311,311,7/8/20,,,
Rangpur ,761,761,7/8/20,,,
Dhaka,3895,3895,7/7/20,,,
Chittagong ,1056,1056,7/7/20,,,
Khulna ,1495,1495,7/7/20,,,
Rajshahi ,1270,1270,7/7/20,,,
Comilla,1133,1133,7/7/20,,,
Mymensingh,975,975,7/7/20,,,
Sylhet ,485,485,7/7/20,,,
Barisal ,335,335,7/7/20,,,
Rangpur ,769,769,7/7/20,,,
Dhaka,3696,3696,7/6/20,,,
Chittagong ,1044,1044,7/6/20,,,
Khulna ,1442,1442,7/6/20,,,
Rajshahi ,1225,1225,7/6/20,,,
Comilla,1071,1071,7/6/20,,,
Mymensingh,971,971,7/6/20,,,
Sylhet ,466,466,7/6/20,,,
Barisal ,304,304,7/6/20,,,
Rangpur ,764,764,7/6/20,,,
Dhaka,3745,3745,7/5/20,,,
Chittagong ,1066,1066,7/5/20,,,
Khulna ,1422,1422,7/5/20,,,
Rajshahi ,1245,1245,7/5/20,,,
Comilla,1054,1054,7/5/20,,,
Mymensingh,979,979,7/5/20,,,
Sylhet ,462,462,7/5/20,,,
Barisal ,320,320,7/5/20,,,
Rangpur ,777,777,7/5/20,,,
Dhaka,3864,3864,7/4/20,,,
Chittagong ,1053,1053,7/4/20,,,
Khulna ,1401,1401,7/4/20,,,
Rajshahi ,1293,1293,7/4/20,,,
Comilla,1094,1094,7/4/20,,,
Mymensingh,965,965,7/4/20,,,
Sylhet ,477,477,7/4/20,,,
Barisal ,310,310,7/4/20,,,
Rangpur ,738,738,7/4/20,,,
Dhaka,3521,3521,7/3/20,,,
Chittagong ,1009,1009,7/3/20,,,
Khulna ,1494,1494,7/3/20,,,
Rajshahi ,1237,1237,7/3/20,,,
Comilla,1140,1140,7/3/20,,,
Mymensingh,949,949,7/3/20,,,
Sylhet ,491,491,7/3/20,,,
Barisal ,354,354,7/3/20,,,
Rangpur ,708,708,7/3/20,,,
Dhaka,3946,3946,7/2/20,,,
Chittagong ,1097,1097,7/2/20,,,
Khulna ,1517,1517,7/2/20,,,
Rajshahi ,1258,1258,7/2/20,,,
Comilla,1156,1156,7/2/20,,,
Mymensingh,972,972,7/2/20,,,
Sylhet ,463,463,7/2/20,,,
Barisal ,355,355,7/2/20,,,
Rangpur ,737,737,7/2/20,,,
Dhaka,3923,3923,7/1/20,,,
Chittagong ,1057,1057,7/1/20,,,
Khulna ,1533,1533,7/1/20,,,
Rajshahi ,1328,1328,7/1/20,,,
Comilla,1170,1170,7/1/20,,,
Mymensingh,945,945,7/1/20,,,
Sylhet ,482,482,7/1/20,,,
Barisal ,328,328,7/1/20,,,
Rangpur ,748,748,7/1/20,,,
Dhaka,3770,3770,6/30/20,,,
Chittagong ,1053,1053,6/30/20,,,
Khulna ,1447,1447,6/30/20,,,
Rajshahi ,1191,1191,6/30/20,,,
Comilla,1033,1033,6/30/20,,,
Mymensingh,891,891,6/30/20,,,
Sylhet ,379,379,6/30/20,,,
Barisal ,306,306,6/30/20,,,
Rangpur ,739,739,6/30/20,,,
Dhaka,3784,3784,6/29/20,,,
Chittagong ,1016,1016,6/29/20,,,
Khulna ,1329,1329,6/29/20,,,
Rajshahi ,1217,1217,6/29/20,,,
Comilla,1037,1037,6/29/20,,,
Mymensingh,907,907,6/29/20,,,
Sylhet ,431,431,6/29/20,,,
Barisal ,305,305,6/29/20,,,
Rangpur ,738,738,6/29/20,,,
Dhaka,3539,3539,6/28/20,,,
Chittagong ,1021,1021,6/28/20,,,
Khulna ,1232,1232,6/28/20,,,
Rajshahi ,1065,1065,6/28/20,,,
Comilla,990,990,6/28/20,,,
Mymensingh,867,867,6/28/20,,,
Sylhet ,377,377,6/28/20,,,
Barisal ,317,317,6/28/20,,,
Rangpur ,733,733,6/28/20,,,
Dhaka,3649,3649,6/27/20,,,
Chittagong ,975,975,6/27/20,,,
Khulna ,1366,1366,6/27/20,,,
Rajshahi ,1067,1067,6/27/20,,,
Comilla,1031,1031,6/27/20,,,
Mymensingh,852,852,6/27/20,,,
Sylhet ,359,359,6/27/20,,,
Barisal ,304,304,6/27/20,,,
Rangpur ,703,703,6/27/20,,,
Dhaka,3489,3489,6/26/20,,,
Chittagong ,992,992,6/26/20,,,
Khulna ,1424,1424,6/26/20,,,
Rajshahi ,875,875,6/26/20,,,
Comilla,1079,1079,6/26/20,,,
Mymensingh,914,914,6/26/20,,,
Sylhet ,407,407,6/26/20,,,
Barisal ,332,332,6/26/20,,,
Rangpur ,700,700,6/26/20,,,
Dhaka,3862,3862,6/25/20,,,
Chittagong ,1039,1039,6/25/20,,,
Khulna ,1518,1518,6/25/20,,,
Rajshahi ,1128,1128,6/25/20,,,
Comilla,1109,1109,6/25/20,,,
Mymensingh,786,786,6/25/20,,,
Sylhet ,485,485,6/25/20,,,
Barisal ,348,348,6/25/20,,,
Rangpur ,597,597,6/25/20,,,
Dhaka,3875,3875,6/24/20,,,
Chittagong ,1034,1034,6/24/20,,,
Khulna ,1506,1506,6/24/20,,,
Rajshahi ,1316,1316,6/24/20,,,
Comilla,1171,1171,6/24/20,,,
Mymensingh,921,921,6/24/20,,,
Sylhet ,421,421,6/24/20,,,
Barisal ,360,360,6/24/20,,,
Rangpur ,781,781,6/24/20,,,
Dhaka,3751,3751,6/23/20,,,
Chittagong ,1095,1095,6/23/20,,,
Khulna ,1431,1431,6/23/20,,,
Rajshahi ,1217,1217,6/23/20,,,
Comilla,1080,1080,6/23/20,,,
Mymensingh,924,924,6/23/20,,,
Sylhet ,475,475,6/23/20,,,
Barisal ,348,348,6/23/20,,,
Rangpur ,758,758,6/23/20,,,
Dhaka,3678,3678,6/22/20,,,
Chittagong ,1072,1072,6/22/20,,,
Khulna ,1469,1469,6/22/20,,,
Rajshahi ,1221,1221,6/22/20,,,
Comilla,1069,1069,6/22/20,,,
Mymensingh,915,915,6/22/20,,,
Sylhet ,462,462,6/22/20,,,
Barisal ,334,334,6/22/20,,,
Rangpur ,751,751,6/22/20,,,
Dhaka,3464,3464,6/21/20,,,
Chittagong ,967,967,6/21/20,,,
Khulna ,1389,1389,6/21/20,,,
Rajshahi ,1161,1161,6/21/20,,,
Comilla,989,989,6/21/20,,,
Mymensingh,936,936,6/21/20,,,
Sylhet ,432,432,6/21/20,,,
Barisal ,293,293,6/21/20,,,
Rangpur ,738,738,6/21/20,,,
Dhaka,3613,3613,6/20/20,,,
Chittagong ,995,995,6/20/20,,,
Khulna ,1456,1456,6/20/20,,,
Rajshahi ,1179,1179,6/20/20,,,
Comilla,1059,1059,6/20/20,,,
Mymensingh,977,977,6/20/20,,,
Sylhet ,419,419,6/20/20,,,
Barisal ,307,307,6/20/20,,,
Rangpur ,751,751,6/20/20,,,
Dhaka,3252,3252,6/19/20,,,
Chittagong,955,955,6/19/20,,,
Khulna,1370,1370,6/19/20,,,
Rajshahi,1118,1118,6/19/20,,,
Comilla,1002,1002,6/19/20,,,
Mymensingh,891,891,6/19/20,,,
Sylhet,422,422,6/19/20,,,
Barisal,291,291,6/19/20,,,
Rangpur,732,732,6/19/20,,,
Dhaka,3439,3439,6/18/20,,,
Chittagong,891,891,6/18/20,,,
Khulna,1324,1324,6/18/20,,,
Rajshahi,1138,1138,6/18/20,,,
Comilla,943,943,6/18/20,,,
Mymensingh,885,885,6/18/20,,,
Sylhet,415,415,6/18/20,,,
Barisal,292,292,6/18/20,,,
Rangpur,715,715,6/18/20,,,
Dhaka,3442,3442,6/17/20,,,
Chittagong,845,845,6/17/20,,,
Khulna,1272,1272,6/17/20,,,
Rajshahi,1158,1158,6/17/20,,,
Comilla,952,952,6/17/20,,,
Mymensingh,870,870,6/17/20,,,
Sylhet,381,381,6/17/20,,,
Barisal,288,288,6/17/20,,,
Rangpur,721,721,6/17/20,,,
Dhaka,3683,3683,6/16/20,,,
Chittagong ,983,983,6/16/20,,,
Khulna ,1466,1466,6/16/20,,,
Rajshahi ,1204,1204,6/16/20,,,
Comilla,1053,1053,6/16/20,,,
Mymensingh,940,940,6/16/20,,,
Sylhet ,469,469,6/16/20,,,
Barisal ,310,310,6/16/20,,,
Rangpur ,736,736,6/16/20,,,
Dhaka,3773,3773,6/15/20,,,
Chittagong ,1034,1034,6/15/20,,,
Khulna ,1487,1487,6/15/20,,,
Rajshahi ,1251,1251,6/15/20,,,
Comilla,1101,1101,6/15/20,,,
Mymensingh,988,988,6/15/20,,,
Sylhet ,446,446,6/15/20,,,
Barisal ,325,325,6/15/20,,,
Rangpur ,738,738,6/15/20,,,
Dhaka,3660,3660,6/14/20,,,
Chittagong ,1025,1025,6/14/20,,,
Khulna ,1467,1467,6/14/20,,,
Rajshahi ,1198,1198,6/14/20,,,
Comilla,1083,1083,6/14/20,,,
Mymensingh,991,991,6/14/20,,,
Sylhet ,452,452,6/14/20,,,
Barisal ,322,322,6/14/20,,,
Rangpur ,628,628,6/14/20,,,
Dhaka,3412,3412,6/13/20,,,
Chittagong ,997,997,6/13/20,,,
Khulna ,1398,1398,6/13/20,,,
Rajshahi ,1148,1148,6/13/20,,,
Comilla,989,989,6/13/20,,,
Mymensingh,889,889,6/13/20,,,
Sylhet ,424,424,6/13/20,,,
Barisal ,320,320,6/13/20,,,
Rangpur ,696,696,6/13/20,,,
Dhaka,3137,3137,6/12/20,,,
Chittagong ,930,930,6/12/20,,,
Khulna ,1252,1252,6/12/20,,,
Rajshahi ,1074,1074,6/12/20,,,
Comilla,1011,1011,6/12/20,,,
Mymensingh,865,865,6/12/20,,,
Sylhet ,416,416,6/12/20,,,
Barisal ,316,316,6/12/20,,,
Rangpur ,686,686,6/12/20,,,
Dhaka,3563,3563,6/11/20,,,
Chittagong ,987,987,6/11/20,,,
Khulna ,1469,1469,6/11/20,,,
Rajshahi ,1148,1148,6/11/20,,,
Comilla,1062,1062,6/11/20,,,
Mymensingh,920,920,6/11/20,,,
Sylhet ,466,466,6/11/20,,,
Barisal ,327,327,6/11/20,,,
Rangpur ,766,766,6/11/20,,,
Dhaka,3659,3659,6/10/20,,,
Chittagong ,1059,1059,6/10/20,,,
Khulna ,1447,1447,6/10/20,,,
Rajshahi ,1280,1280,6/10/20,,,
Comilla,983,983,6/10/20,,,
Mymensingh,932,582,6/10/20,,,
Sylhet ,543,343,6/10/20,,,
Barisal ,324,324,6/10/20,,,
Rangpur ,772,772,6/10/20,,,
Dhaka,3752,3752,6/9/20,,,
Chittagong ,1018,1018,6/9/20,,,
Khulna ,1481,1481,6/9/20,,,
Rajshahi ,1302,1302,6/9/20,,,
Comilla,1141,1141,6/9/20,,,
Mymensingh,993,993,6/9/20,,,
Sylhet ,504,504,6/9/20,,,
Barisal ,345,345,6/9/20,,,
Rangpur ,784,784,6/9/20,,,
Dhaka,3601,3601,6/8/20,,,
Chittagong ,1033,1033,6/8/20,,,
Khulna ,1425,1425,6/8/20,,,
Rajshahi ,1266,1266,6/8/20,,,
Comilla,1065,1065,6/8/20,,,
Mymensingh,926,926,6/8/20,,,
Sylhet ,464,464,6/8/20,,,
Barisal ,324,324,6/8/20,,,
Rangpur ,778,778,6/8/20,,,
Dhaka,3612,3612,6/7/20,,,
Chittagong ,1006,1006,6/7/20,,,
Khulna ,1440,1440,6/7/20,,,
Rajshahi ,1211,1211,6/7/20,,,
Comilla,1089,1089,6/7/20,,,
Mymensingh,1005,1005,6/7/20,,,
Sylhet ,453,453,6/7/20,,,
Barisal ,328,328,6/7/20,,,
Rangpur ,755,755,6/7/20,,,
Dhaka,3313,3313,6/6/20,,,
Chittagong ,1026,1026,6/6/20,,,
Khulna ,1321,1321,6/6/20,,,
Rajshahi ,1220,1220,6/6/20,,,
Comilla,998,998,6/6/20,,,
Mymensingh,901,901,6/6/20,,,
Sylhet ,404,404,6/6/20,,,
Barisal ,322,322,6/6/20,,,
Rangpur ,691,691,6/6/20,,,
Dhaka,3161,3161,6/5/20,,,
Chittagong ,1054,1054,6/5/20,,,
Khulna ,1336,1336,6/5/20,,,
Rajshahi ,907,907,6/5/20,,,
Comilla,1063,1063,6/5/20,,,
Mymensingh,857,857,6/5/20,,,
Sylhet ,362,362,6/5/20,,,
Barisal ,347,347,6/5/20,,,
Rangpur ,525,525,6/5/20,,,
Dhaka,3003,3003,6/4/20,,,
Chittagong ,870,870,6/4/20,,,
Khulna ,1088,1088,6/4/20,,,
Rajshahi ,808,808,6/4/20,,,
Comilla,985,985,6/4/20,,,
Mymensingh,658,658,6/4/20,,,
Sylhet ,414,414,6/4/20,,,
Barisal ,321,321,6/4/20,,,
Rangpur ,616,616,6/4/20,,,
Dhaka,3232,3232,6/3/20,,,
Chittagong ,921,921,6/3/20,,,
Khulna ,1426,1426,6/3/20,,,
Rajshahi ,1183,1183,6/3/20,,,
Comilla,969,969,6/3/20,,,
Mymensingh,603,603,6/3/20,,,
Sylhet ,415,415,6/3/20,,,
Barisal ,307,307,6/3/20,,,
Rangpur ,664,664,6/3/20,,,
Dhaka,3422,3422,6/2/20,,,
Chittagong ,883,883,6/2/20,,,
Khulna ,1107,1107,6/2/20,,,
Rajshahi ,1161,1161,6/2/20,,,
Comilla,1069,1069,6/2/20,,,
Mymensingh,823,823,6/2/20,,,
Sylhet ,434,434,6/2/20,,,
Barisal ,245,245,6/2/20,,,
Rangpur ,707,707,6/2/20,,,
Dhaka,3400,3400,6/1/20,,,
Chittagong ,974,974,6/1/20,,,
Khulna ,1184,1184,6/1/20,,,
Rajshahi ,1053,1053,6/1/20,,,
Comilla,1101,1101,6/1/20,,,
Mymensingh,459,459,6/1/20,,,
Sylhet ,411,411,6/1/20,,,
Barisal ,284,284,6/1/20,,,
Rangpur ,512,512,6/1/20,,,
Dhaka,3240,3240,5/31/20,,,
Chittagong ,988,988,5/31/20,,,
Khulna ,1301,1301,5/31/20,,,
Rajshahi ,1156,1156,5/31/20,,,
Comilla,1037,1037,5/31/20,,,
Mymensingh,904,904,5/31/20,,,
Sylhet ,355,355,5/31/20,,,
Barisal ,317,317,5/31/20,,,
Rangpur ,703,703,5/31/20,,,
Dhaka,2934,2934,5/30/20,,,
Chittagong ,993,993,5/30/20,,,
Khulna ,943,943,5/30/20,,,
Rajshahi ,937,937,5/30/20,,,
Comilla,997,997,5/30/20,,,
Mymensingh,808,808,5/30/20,,,
Sylhet ,395,395,5/30/20,,,
Barisal ,273,273,5/30/20,,,
Rangpur ,661,661,5/30/20,,,
Dhaka,2593,2593,5/29/20,,,
Chittagong ,919,919,5/29/20,,,
Khulna ,1155,1155,5/29/20,,,
Rajshahi ,1064,1064,5/29/20,,,
Comilla,855,855,5/29/20,,,
Mymensingh,778,778,5/29/20,,,
Sylhet ,384,384,5/29/20,,,
Barisal ,251,251,5/29/20,,,
Rangpur ,661,661,5/29/20,,,
Dhaka,2601,2601,5/28/20,,,
Chittagong ,932,932,5/28/20,,,
Khulna ,999,999,5/28/20,,,
Rajshahi ,918,918,5/28/20,,,
Comilla,947,947,5/28/20,,,
Mymensingh,684,684,5/28/20,,,
Sylhet ,290,290,5/28/20,,,
Barisal ,216,216,5/28/20,,,
Rangpur ,560,560,5/28/20,,,
Dhaka,2061,2061,5/27/20,,,
Chittagong ,821,821,5/27/20,,,
Khulna ,736,736,5/27/20,,,
Rajshahi ,656,656,5/27/20,,,
Comilla,635,635,5/27/20,,,
Mymensingh,464,464,5/27/20,,,
Sylhet ,286,286,5/27/20,,,
Barisal ,245,245,5/27/20,,,
Rangpur ,495,495,5/27/20,,,
Dhaka,2626,2626,5/26/20,,,
Chittagong ,839,839,5/26/20,,,
Khulna ,936,936,5/26/20,,,
Rajshahi ,709,709,5/26/20,,,
Comilla,959,959,5/26/20,,,
Mymensingh,765,765,5/26/20,,,
Sylhet ,366,366,5/26/20,,,
Barisal ,311,311,5/26/20,,,
Rangpur ,434,434,5/26/20,,,
Dhaka,2665,2665,5/25/20,,,
Chittagong ,839,839,5/25/20,,,
Khulna ,1133,1133,5/25/20,,,
Rajshahi ,906,906,5/25/20,,,
Comilla,1073,1073,5/25/20,,,
Mymensingh,686,686,5/25/20,,,
Sylhet ,341,341,5/25/20,,,
Barisal ,310,310,5/25/20,,,
Rangpur ,509,509,5/25/20,,,
Dhaka,2783,2783,5/24/20,,,
Chittagong ,898,898,5/24/20,,,
Khulna ,1089,1089,5/24/20,,,
Rajshahi ,1109,1109,5/24/20,,,
Comilla,1086,1086,5/24/20,,,
Mymensingh,907,907,5/24/20,,,
Sylhet ,430,430,5/24/20,,,
Barisal ,326,326,5/24/20,,,
Rangpur ,628,628,5/24/20,,,
Dhaka,3027,3027,5/23/20,,,
Chittagong ,1039,1039,5/23/20,,,
Khulna ,1084,1084,5/23/20,,,
Rajshahi ,1139,1139,5/23/20,,,
Comilla,1176,1176,5/23/20,,,
Mymensingh,957,957,5/23/20,,,
Sylhet ,435,435,5/23/20,,,
Barisal ,295,295,5/23/20,,,
Rangpur ,683,683,5/23/20,,,
Dhaka,2942,2942,5/22/20,,,
Chittagong ,1052,1052,5/22/20,,,
Khulna ,891,891,5/22/20,,,
Rajshahi ,949,949,5/22/20,,,
Comilla,1115,1115,5/22/20,,,
Mymensingh,823,823,5/22/20,,,
Sylhet ,408,408,5/22/20,,,
Barisal ,288,288,5/22/20,,,
Rangpur ,425,425,5/22/20,,,
Dhaka,2847,2847,5/21/20,,,
Chittagong ,838,838,5/21/20,,,
Khulna ,494,494,5/21/20,,,
Rajshahi ,491,491,5/21/20,,,
Comilla,1021,1021,5/21/20,,,
Mymensingh,663,663,5/21/20,,,
Sylhet ,375,375,5/21/20,,,
Barisal ,200,200,5/21/20,,,
Rangpur ,192,192,5/21/20,,,
Dhaka,2614,2614,5/20/20,,,
Chittagong ,781,781,5/20/20,,,
Khulna ,157,157,5/20/20,,,
Rajshahi ,574,574,5/20/20,,,
Comilla,603,603,5/20/20,,,
Mymensingh,578,578,5/20/20,,,
Sylhet ,354,354,5/20/20,,,
Barisal ,11,11,5/20/20,,,
Rangpur ,436,436,5/20/20,,,
Dhaka,3446,3446,5/19/20,,,
Chittagong ,703,703,5/19/20,,,
Khulna ,1271,1271,5/19/20,,,
Rajshahi ,1238,1238,5/19/20,,,
Comilla,1071,1071,5/19/20,,,
Mymensingh,1002,1002,5/19/20,,,
Sylhet ,519,519,5/19/20,,,
Barisal ,320,320,5/19/20,,,
Rangpur ,757,757,5/19/20,,,
Dhaka,3615,3615,5/18/20,,,
Chittagong ,1139,1139,5/18/20,,,
Khulna ,1572,1572,5/18/20,,,
Rajshahi ,1284,1284,5/18/20,,,
Comilla,1219,1219,5/18/20,,,
Mymensingh,1001,1001,5/18/20,,,
Sylhet ,508,508,5/18/20,,,
Barisal ,380,380,5/18/20,,,
Rangpur ,781,781,5/18/20,,,
Dhaka,3538,3538,5/17/20,,,
Chittagong ,1080,1080,5/17/20,,,
Khulna ,1588,1588,5/17/20,,,
Rajshahi ,1271,1271,5/17/20,,,
Comilla,1225,1225,5/17/20,,,
Mymensingh,989,989,5/17/20,,,
Sylhet ,485,485,5/17/20,,,
Barisal ,379,379,5/17/20,,,
Rangpur ,718,718,5/17/20,,,
Dhaka,3475,3475,5/16/20,,,
Chittagong ,1088,1088,5/16/20,,,
Khulna ,1539,1539,5/16/20,,,
Rajshahi ,1270,1270,5/16/20,,,
Comilla,1159,1159,5/16/20,,,
Mymensingh,866,866,5/16/20,,,
Sylhet ,424,424,5/16/20,,,
Barisal ,357,357,5/16/20,,,
Rangpur ,652,652,5/16/20,,,
Dhaka,2870,2870,5/15/20,,,
Chittagong ,1025,1025,5/15/20,,,
Khulna ,1384,1384,5/15/20,,,
Rajshahi ,1174,1174,5/15/20,,,
Comilla,864,864,5/15/20,,,
Mymensingh,940,940,5/15/20,,,
Sylhet ,423,423,5/15/20,,,
Barisal ,332,332,5/15/20,,,
Rangpur ,663,663,5/15/20,,,
Dhaka,3087,3087,5/14/20,,,
Chittagong ,1046,1046,5/14/20,,,
Khulna ,1465,1465,5/14/20,,,
Rajshahi ,1175,1175,5/14/20,,,
Comilla,986,986,5/14/20,,,
Mymensingh,730,730,5/14/20,,,
Sylhet ,426,426,5/14/20,,,
Barisal ,341,341,5/14/20,,,
Rangpur ,646,646,5/14/20,,,
Dhaka,2958,2958,5/13/20,,,
Chittagong ,1061,1061,5/13/20,,,
Khulna ,1457,1457,5/13/20,,,
Rajshahi ,1111,1111,5/13/20,,,
Comilla,959,959,5/13/20,,,
Mymensingh,682,682,5/13/20,,,
Sylhet ,345,345,5/13/20,,,
Barisal ,339,339,5/13/20,,,
Rangpur ,504,504,5/13/20,,,
Dhaka,3356,3356,5/12/20,,,
Chittagong ,1059,1059,5/12/20,,,
Khulna ,1514,1514,5/12/20,,,
Rajshahi ,1268,1268,5/12/20,,,
Comilla,1185,1185,5/12/20,,,
Mymensingh,954,954,5/12/20,,,
Sylhet ,494,494,5/12/20,,,
Barisal ,358,358,5/12/20,,,
Rangpur ,752,752,5/12/20,,,
Dhaka,3309,3309,5/11/20,,,
Chittagong ,1062,1062,5/11/20,,,
Khulna ,1431,1431,5/11/20,,,
Rajshahi ,1176,1176,5/11/20,,,
Comilla,1183,1183,5/11/20,,,
Mymensingh,959,959,5/11/20,,,
Sylhet ,504,504,5/11/20,,,
Barisal ,361,361,5/11/20,,,
Rangpur ,693,693,5/11/20,,,
Dhaka,2979,2979,5/10/20,,,
Chittagong ,1057,1057,5/10/20,,,
Khulna ,1302,1302,5/10/20,,,
Rajshahi ,960,960,5/10/20,,,
Comilla,1109,1109,5/10/20,,,
Mymensingh,765,765,5/10/20,,,
Sylhet ,481,481,5/10/20,,,
Barisal ,354,354,5/10/20,,,
Rangpur ,756,756,5/10/20,,,
Dhaka,3131,3131,5/9/20,,,
Chittagong ,1097,1097,5/9/20,,,
Khulna ,1222,1222,5/9/20,,,
Rajshahi ,1131,1131,5/9/20,,,
Comilla,1053,1053,5/9/20,,,
Mymensingh,899,899,5/9/20,,,
Sylhet ,451,451,5/9/20,,,
Barisal ,325,325,5/9/20,,,
Rangpur ,664,664,5/9/20,,,
Dhaka,2932,2932,5/8/20,,,
Chittagong ,990,990,5/8/20,,,
Khulna ,1292,1292,5/8/20,,,
Rajshahi ,1002,1002,5/8/20,,,
Comilla,1093,1093,5/8/20,,,
Mymensingh,812,812,5/8/20,,,
Sylhet ,417,417,5/8/20,,,
Barisal ,327,327,5/8/20,,,
Rangpur ,613,613,5/8/20,,,
Dhaka,2557,2557,5/7/20,,,
Chittagong ,970,970,5/7/20,,,
Khulna ,787,787,5/7/20,,,
Rajshahi ,252,252,5/7/20,,,
Comilla,1024,1024,5/7/20,,,
Mymensingh,268,268,5/7/20,,,
Sylhet ,394,394,5/7/20,,,
Barisal ,300,300,5/7/20,,,
Rangpur ,209,209,5/7/20,,,
Dhaka,2793,2793,5/6/20,,,
Chittagong ,957,957,5/6/20,,,
Khulna ,1197,1197,5/6/20,,,
Rajshahi ,949,949,5/6/20,,,
Comilla,775,775,5/6/20,,,
Mymensingh,654,654,5/6/20,,,
Sylhet ,343,343,5/6/20,,,
Barisal ,242,242,5/6/20,,,
Rangpur ,596,596,5/6/20,,,
Dhaka,2777,2777,5/5/20,,,
Chittagong ,906,906,5/5/20,,,
Khulna ,1261,1261,5/5/20,,,
Rajshahi ,720,720,5/5/20,,,
Comilla,1000,1000,5/5/20,,,
Mymensingh,347,347,5/5/20,,,
Sylhet ,151,151,5/5/20,,,
Barisal ,304,304,5/5/20,,,
